Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Neutral,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri,18,92.84,71.09,1.00,98.27,9.00,5.56,44.44,33.33,11.11,11.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,11.11,5.56,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,33.33,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,22.22
Neutral,strange i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone,19,48.42,29.92,81.22,1.00,9.50,15.79,78.95,36.84,15.79,15.79,10.53,5.26,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,5.26,21.05,10.53,0.00,0.00,0.00,10.53,5.26,0.00,5.26,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,15.79,0.00,0.00,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,15.79,5.26,15.79,5.26,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,21.05,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79
Neutral,In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR,25,81.40,65.56,6.70,91.14,8.33,16.00,48.00,32.00,12.00,8.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,12.00,8.00,0.00,0.00,0.00,8.00,4.00,8.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,4.00,0.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,52.00,20.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,24.00
Neutral,Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple,16,71.61,50.00,1.00,25.77,16.00,0.00,68.75,37.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,6.25,6.25,6.25,6.25,0.00,18.75,6.25,0.00,0.00,0.00,6.25,12.50,6.25,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,18.75,0.00,0.00,6.25,6.25,0.00,6.25,12.50,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25
Neutral,I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99 they release an 8GB one for $99???,22,92.84,18.16,11.00,25.77,11.00,13.64,59.09,50.00,13.64,9.09,4.55,0.00,0.00,0.00,4.55,4.55,9.09,18.18,4.55,4.55,0.00,4.55,9.09,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,4.55,4.55,0.00,0.00,9.09,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,4.55,0.00,0.00,0.00,13.64,0.00,0.00,0.00,4.55,0.00,13.64
Neutral,Dear @Apple iMessage client for desktop please :),8,99.00,89.42,1.00,99.00,8.00,25.00,75.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,37.50,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
Neutral,"#Siri is kinda slow tho impressed it got my accent and commands first time out. @apple",16,22.13,50.00,95.60,99.00,8.00,12.50,81.25,37.50,12.50,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,6.25,6.25,6.25,12.50,0.00,12.50,6.25,0.00,0.00,6.25,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,6.25,6.25,6.25,0.00,6.25,6.25,0.00,25.00,6.25,6.25,18.75,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
Neutral,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????,13,64.27,22.08,1.40,25.77,4.33,0.00,84.62,53.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,7.69,15.38,15.38,0.00,7.69,15.38,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,15.38,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,23.08,0.00,7.69,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,7.69,0.00,69.23,0.00,0.00,0.00,0.00,53.85,0.00,0.00,0.00,7.69,0.00,7.69
Neutral,"#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps",22,99.00,91.35,2.40,94.75,11.00,18.18,63.64,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,13.64,9.09,0.00,4.55,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,13.64,4.55,4.55,4.55,9.09,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,45.45,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,36.36
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter,23,99.00,66.81,9.25,93.61,23.00,21.74,65.22,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,17.39,0.00,0.00,4.35,0.00,0.00,8.70,8.70,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,4.35,0.00,0.00,4.35,0.00,8.70,4.35,4.35,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,0.00,4.35,0.00,4.35,0.00,0.00,13.04,0.00,13.04,0.00,0.00,0.00,52.17,4.35,0.00,0.00,0.00,0.00,0.00,21.74,0.00,0.00,0.00,26.09
Neutral,@Blackberry -vs- @Apple iPhone?,4,99.00,1.00,74.76,25.77,4.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,25.00,0.00,50.00,0.00,0.00,0.00,50.00
Neutral,At @Apple HQ,3,99.00,50.00,98.01,25.77,3.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33
Neutral,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,25,92.84,88.48,43.37,25.77,8.33,8.00,64.00,36.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,16.00,8.00,4.00,4.00,0.00,12.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,8.00,0.00,20.00,8.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,24.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
Neutral,"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube#nasa @apple",12,99.00,50.00,74.76,25.77,12.00,25.00,41.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,66.67,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.33
Neutral,RT @stalkertard: hey @apple how about if IPhone4S = IPhone 4 Steve and you donate a small portion of the proceeds towards cancer rese ...,23,87.57,90.38,9.25,25.77,23.00,21.74,65.22,39.13,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,8.70,13.04,0.00,8.70,13.04,0.00,4.35,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,8.70,0.00,4.35,4.35,4.35,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,4.35,0.00,13.04,0.00,8.70,4.35,0.00,0.00,0.00,4.35,0.00,0.00,8.70,0.00,4.35,4.35,0.00,0.00,30.43,13.04,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04
Neutral,"#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps",22,99.00,91.35,2.40,94.75,11.00,18.18,63.64,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,13.64,9.09,0.00,4.55,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,13.64,4.55,4.55,4.55,9.09,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,45.45,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,36.36
Neutral,Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl,24,87.83,66.17,1.79,92.40,12.00,12.50,75.00,45.83,8.33,4.17,0.00,0.00,0.00,0.00,4.17,4.17,4.17,16.67,8.33,4.17,4.17,0.00,16.67,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,0.00,0.00,8.33,0.00,8.33,8.33,8.33,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,8.33,4.17,8.33,4.17,4.17,0.00,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
Neutral,@_courtneytaylor @apple did you get a 4S?,7,67.14,99.00,1.00,25.77,7.00,14.29,57.14,42.86,14.29,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,42.86
Neutral,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S,14,97.54,7.67,1.00,25.77,14.00,21.43,50.00,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,7.14,0.00,0.00,7.14,14.29,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,7.14,7.14,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14
Neutral,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E,13,92.84,50.00,1.40,25.77,13.00,15.38,38.46,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,7.69,0.00,7.69,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,38.46,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77
Neutral,@apple http://t.co/awASwV5u,6,92.84,50.00,1.00,25.77,6.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,66.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
Neutral,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf,25,62.61,94.50,6.70,25.77,4.17,20.00,72.00,48.00,16.00,16.00,4.00,0.00,8.00,0.00,4.00,0.00,12.00,4.00,12.00,4.00,0.00,0.00,16.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,16.00,0.00,8.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,8.00,0.00,0.00,0.00,32.00,12.00,0.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,8.00
Neutral,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!,28,67.14,50.00,99.00,99.00,9.33,7.14,85.71,42.86,28.57,25.00,21.43,0.00,0.00,3.57,0.00,3.57,0.00,14.29,0.00,0.00,0.00,0.00,7.14,10.71,3.57,0.00,0.00,3.57,7.14,7.14,0.00,0.00,0.00,0.00,21.43,10.71,0.00,3.57,10.71,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,7.14,3.57,0.00,3.57,0.00,0.00,7.14,3.57,0.00,17.86,3.57,10.71,3.57,0.00,0.00,3.57,0.00,0.00,0.00,7.14,0.00,3.57,3.57,0.00,0.00,21.43,7.14,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,10.71
Neutral,@apple iphone 4s arrival on Tuesday!! #iPhone4S,7,99.00,50.00,99.00,25.77,3.50,42.86,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,28.57
Neutral,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY,11,79.25,50.00,1.00,25.77,5.50,27.27,27.27,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,63.64,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45
Neutral,Dear @apple as a hoh/deaf user can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally,24,87.83,99.00,1.79,99.00,8.00,16.67,79.17,33.33,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,4.17,12.50,4.17,0.00,8.33,0.00,4.17,12.50,12.50,0.00,0.00,4.17,16.67,16.67,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,16.67,8.33,0.00,4.17,4.17,0.00,0.00,12.50,0.00,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,25.00
Neutral,At the Genius Bar... Waiting @apple store,7,99.00,50.00,89.63,25.77,3.50,14.29,71.43,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,14.29,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Neutral,no kidding @thejabberwockey: Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...,17,58.07,11.97,28.81,98.87,17.00,29.41,82.35,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,5.88,5.88,5.88,11.76,11.76,5.88,5.88,0.00,0.00,5.88,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,11.76,0.00,17.65,5.88,0.00,11.76,0.00,0.00,0.00,11.76,0.00,0.00,11.76,5.88,5.88,0.00,0.00,0.00,47.06,17.65,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,17.65
Neutral,So what is behind that giant silver door at the @apple store? #MacLife,13,64.27,50.00,94.81,25.77,6.50,7.69,76.92,53.85,15.38,0.00,0.00,0.00,0.00,0.00,0.00,15.38,7.69,15.38,7.69,7.69,7.69,0.00,7.69,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,30.77,0.00,30.77,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,15.38
Neutral,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q,14,92.84,50.00,1.00,25.77,14.00,14.29,42.86,28.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,42.86,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.71
Neutral,@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight very promising. Integrated with key apps http://t.co/DZsGPhqt,20,92.84,69.14,3.37,96.76,10.00,35.00,50.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,5.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00,10.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,35.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
Neutral,@thejcurt unlocking it at @apple store. RIP Mr. Jobs.,9,92.84,50.00,4.97,25.77,4.50,22.22,44.44,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.56,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22
